date,fPrice,cPrice
2020/01,12.31118101,28.3
2020/02,10.63060747,27
2020/03,6.59958374,19.7
2020/04,5.106068221,17.6
2020/05,6.052370221,21.1
2020/06,7.541011137,23.5
2020/07,7.973155307,23.8
2020/08,8.297832594,24
2020/09,7.702444844,23.7
2020/10,7.475605384,23.5
2020/11,7.787534272,23.6
2020/12,8.821609082,25.5
